id_venta,fecha,cliente_id,cantidad,stock,nombre,categoria,precio
1279,31/7/2024,302,4,2837,Papas chips,Galletitas y Snacks,6800
1280,9/10/2024,239,1,2429,Costilla de cerdo,Carniceria,11400
1281,5/6/2024,223,2,4051,Pollo,Carniceria,14800
1282,18/4/2024,280,1,2771,Galletitas de agua,Galletitas y Snacks,4200
1283,27/10/2024,318,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1284,10/12/2024,147,2,1726,Salchicha,Carniceria,9000
1285,29/12/2024,10,4,2837,Papas chips,Galletitas y Snacks,6800
1286,15/4/2024,110,5,2800,Zanahorias,Frutas y Verduras,2600
1287,26/2/2024,22,6,1640,Pizza congelada,Congelados,12400
1288,29/9/2024,53,3,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1289,19/9/2024,50,4,3637,Jugos de frutas,Bebidas,7600
1290,17/3/2024,323,5,1640,Pizza congelada,Congelados,12400
1291,23/5/2024,32,1,2455,Cerveza,Bebidas,9200
1292,3/12/2024,287,3,2908,Empanadas,Congelados,10800
1293,27/10/2024,247,2,2099,Queso rallado,Lacteos,15400
1294,17/5/2024,325,1,3637,Jugos de frutas,Bebidas,7600
1295,2/10/2024,208,1,3383,Manzanas,Frutas y Verduras,5200
1296,22/11/2024,174,5,1619,Pan frances,Panaderia,6500
1297,31/7/2024,32,2,2908,Empanadas,Congelados,10800
1298,6/11/2024,216,1,4720,Bananas,Frutas y Verduras,5800
1299,12/4/2024,223,3,3189,Tortas,Panaderia,12200
1300,1/9/2024,201,5,1640,Pizza congelada,Congelados,12400
1301,24/12/2024,158,1,5137,Asado,Carniceria,22800
1302,21/9/2024,241,3,4769,Manies,Galletitas y Snacks,4400
1303,26/10/2024,203,1,2837,Papas chips,Galletitas y Snacks,6800
1304,2/11/2024,19,6,2800,Zanahorias,Frutas y Verduras,2600
1305,18/7/2024,134,1,2182,Atun enlatado,Conservas,5000
1306,17/9/2024,168,2,3731,Papas fritas,Congelados,6600
1307,16/4/2024,46,3,3327,Leche,Lacteos,9800
1308,27/10/2024,185,4,3545,Cebolla,Frutas y Verduras,3400
1309,7/7/2024,4,3,2908,Empanadas,Congelados,10800
1310,25/8/2024,179,6,3731,Papas fritas,Congelados,6600
1311,29/9/2024,309,4,4978,Agua mineral,Bebidas,5000
1312,27/3/2024,215,5,1437,Arroz,Conservas,3400
1313,29/2/2024,95,2,2228,Pan integral,Panaderia,10000
1314,24/7/2024,290,3,5137,Asado,Carniceria,22800
1315,27/10/2024,222,1,3167,Queso cremoso,Lacteos,13800
1316,31/7/2024,251,3,3358,Yogur,Lacteos,4200
1317,31/1/2024,235,3,1640,Pizza congelada,Congelados,12400
1318,14/8/2024,219,1,2228,Pan integral,Panaderia,10000
1319,16/4/2024,28,1,3167,Queso cremoso,Lacteos,13800
1320,19/4/2024,324,2,3545,Cebolla,Frutas y Verduras,3400
1321,26/3/2024,94,4,5137,Asado,Carniceria,22800
1322,16/10/2024,60,2,2800,Zanahorias,Frutas y Verduras,2600
1323,12/6/2024,106,3,3189,Tortas,Panaderia,12200
1324,15/6/2024,41,5,4720,Bananas,Frutas y Verduras,5800
1325,18/4/2024,89,6,2908,Empanadas,Congelados,10800
1326,31/8/2024,307,5,4769,Manies,Galletitas y Snacks,4400
1327,26/10/2024,205,3,3731,Papas fritas,Congelados,6600
1328,19/5/2024,91,2,2455,Cerveza,Bebidas,9200
1329,29/6/2024,233,6,4978,Agua mineral,Bebidas,5000
1330,7/10/2024,285,6,4068,Chorizo,Carniceria,9000
1331,9/4/2024,51,2,1726,Salchicha,Carniceria,9000
1332,19/2/2024,1,4,2455,Cerveza,Bebidas,9200
1333,30/8/2024,132,2,3637,Jugos de frutas,Bebidas,7600
1334,30/9/2024,158,1,2837,Papas chips,Galletitas y Snacks,6800
1335,17/7/2024,33,4,3637,Jugos de frutas,Bebidas,7600
1336,23/10/2024,122,6,4769,Manies,Galletitas y Snacks,4400
1337,13/6/2024,77,2,2099,Queso rallado,Lacteos,15400
1338,6/7/2024,60,3,2099,Queso rallado,Lacteos,15400
1339,17/8/2024,279,3,3358,Yogur,Lacteos,4200
1340,23/9/2024,8,3,3167,Queso cremoso,Lacteos,13800
1341,18/6/2024,133,5,4043,Medialunas,Panaderia,2800
1342,6/11/2024,119,6,3731,Papas fritas,Congelados,6600
1343,8/6/2024,288,1,3637,Jugos de frutas,Bebidas,7600
1344,27/12/2024,261,4,1363,Vino tinto,Bebidas,10800
1345,16/7/2024,149,1,4978,Agua mineral,Bebidas,5000
1346,17/9/2024,278,5,3167,Queso cremoso,Lacteos,13800
1347,25/6/2024,223,6,3327,Leche,Lacteos,9800
1348,23/6/2024,151,3,1541,Lechugas,Frutas y Verduras,3400
1349,26/5/2024,264,1,3545,Cebolla,Frutas y Verduras,3400
1350,24/5/2024,248,5,1688,Hamburgesas congeladas,Congelados,7600
1351,11/5/2024,222,5,2099,Queso rallado,Lacteos,15400
1352,31/7/2024,205,6,4068,Chorizo,Carniceria,9000
1353,25/7/2024,317,3,4769,Manies,Galletitas y Snacks,4400
1354,16/6/2024,71,2,2182,Atun enlatado,Conservas,5000
1355,19/6/2024,106,2,3545,Cebolla,Frutas y Verduras,3400
1356,20/10/2024,228,6,2099,Queso rallado,Lacteos,15400
1357,19/3/2024,71,5,3731,Papas fritas,Congelados,6600
1358,16/5/2024,115,2,4041,Tomates,Frutas y Verduras,5200
1359,19/12/2024,118,3,3125,Facturas,Panaderia,9900
1360,7/10/2024,177,4,1506,Garbanzos,Conservas,2900
1361,31/10/2024,192,1,3637,Jugos de frutas,Bebidas,7600
1362,11/2/2024,120,2,4041,Tomates,Frutas y Verduras,5200
1363,10/2/2024,314,3,3637,Jugos de frutas,Bebidas,7600
1364,5/11/2024,65,3,2837,Papas chips,Galletitas y Snacks,6800
1365,28/12/2024,176,2,2771,Galletitas de agua,Galletitas y Snacks,4200
1366,19/9/2024,185,1,1437,Arroz,Conservas,3400
1367,29/10/2024,248,5,4051,Pollo,Carniceria,14800
1368,16/5/2024,57,6,1726,Salchicha,Carniceria,9000
1369,15/6/2024,232,1,4051,Pollo,Carniceria,14800
1370,28/11/2024,250,4,3327,Leche,Lacteos,9800
1371,8/9/2024,72,6,4043,Medialunas,Panaderia,2800
1372,5/7/2024,41,4,3731,Papas fritas,Congelados,6600
1373,22/9/2024,192,1,1726,Salchicha,Carniceria,9000
1374,15/10/2024,21,4,2182,Atun enlatado,Conservas,5000
1375,11/6/2024,49,3,2099,Queso rallado,Lacteos,15400
1376,14/10/2024,61,1,3189,Tortas,Panaderia,12200
1377,2/8/2024,85,6,2771,Galletitas de agua,Galletitas y Snacks,4200
1378,23/11/2024,95,3,4929,Manteca,Lacteos,4500
1379,18/4/2024,301,1,4720,Bananas,Frutas y Verduras,5800
1380,14/9/2024,126,2,3545,Cebolla,Frutas y Verduras,3400
1381,25/8/2024,161,3,1541,Lechugas,Frutas y Verduras,3400
1382,18/9/2024,318,2,3731,Papas fritas,Congelados,6600
1383,1/12/2024,185,3,2429,Costilla de cerdo,Carniceria,11400
1384,29/6/2024,62,4,1363,Vino tinto,Bebidas,10800
1385,10/5/2024,151,4,2228,Pan integral,Panaderia,10000
1386,6/6/2024,125,2,4043,Medialunas,Panaderia,2800
1387,10/5/2024,156,6,4978,Agua mineral,Bebidas,5000
1388,11/7/2024,79,3,4929,Manteca,Lacteos,4500
1389,20/12/2024,78,3,5137,Asado,Carniceria,22800
1390,30/12/2024,26,3,2771,Galletitas de agua,Galletitas y Snacks,4200
1391,20/10/2024,6,2,3545,Cebolla,Frutas y Verduras,3400
1392,16/10/2024,49,4,3637,Jugos de frutas,Bebidas,7600
1393,10/7/2024,121,5,4978,Agua mineral,Bebidas,5000
1394,8/6/2024,245,4,1541,Lechugas,Frutas y Verduras,3400
1395,19/7/2024,265,4,3167,Queso cremoso,Lacteos,13800
1396,3/11/2024,209,1,4051,Pollo,Carniceria,14800
1397,14/7/2024,112,2,2228,Pan integral,Panaderia,10000
1398,21/5/2024,202,3,2908,Empanadas,Congelados,10800
1399,25/3/2024,90,2,4978,Agua mineral,Bebidas,5000
1400,16/7/2024,299,4,3545,Cebolla,Frutas y Verduras,3400
1401,31/5/2024,313,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1402,24/9/2024,31,1,1437,Arroz,Conservas,3400
1403,21/12/2024,79,1,4043,Medialunas,Panaderia,2800
1404,16/6/2024,57,3,4041,Tomates,Frutas y Verduras,5200
1405,27/10/2024,187,2,2455,Cerveza,Bebidas,9200
1406,22/4/2024,100,1,3731,Papas fritas,Congelados,6600
1407,2/8/2024,242,4,5137,Asado,Carniceria,22800
1408,25/7/2024,124,1,1619,Pan frances,Panaderia,6500
1409,29/3/2024,86,6,3125,Facturas,Panaderia,9900
1410,18/11/2024,34,4,1619,Pan frances,Panaderia,6500
1411,5/7/2024,75,6,1437,Arroz,Conservas,3400
1412,22/6/2024,60,2,3637,Jugos de frutas,Bebidas,7600
1413,24/11/2024,175,5,3140,Milanesa,Carniceria,13000
1414,10/10/2024,248,4,2908,Empanadas,Congelados,10800
1415,17/5/2024,119,5,3140,Milanesa,Carniceria,13000
1416,24/2/2024,31,2,2182,Atun enlatado,Conservas,5000
1417,4/4/2024,126,5,2228,Pan integral,Panaderia,10000
1418,7/11/2024,111,1,1506,Garbanzos,Conservas,2900
1419,26/8/2024,278,3,3545,Cebolla,Frutas y Verduras,3400
1420,15/11/2024,277,4,2837,Papas chips,Galletitas y Snacks,6800
1421,28/5/2024,89,3,3383,Manzanas,Frutas y Verduras,5200
1422,1/3/2024,58,1,3358,Yogur,Lacteos,4200
1423,16/6/2024,264,1,3327,Leche,Lacteos,9800
1424,6/5/2024,174,1,1437,Arroz,Conservas,3400
1425,12/6/2024,306,1,1726,Salchicha,Carniceria,9000
1426,7/8/2024,326,6,4043,Medialunas,Panaderia,2800
1427,31/5/2024,234,5,2908,Empanadas,Congelados,10800
1428,23/11/2024,266,2,1506,Garbanzos,Conservas,2900
1429,4/9/2024,23,2,1688,Hamburgesas congeladas,Congelados,7600
1430,4/9/2024,302,3,4041,Tomates,Frutas y Verduras,5200
1431,18/5/2024,43,3,2455,Cerveza,Bebidas,9200
1432,5/8/2024,309,3,4578,Lentejas,Conservas,2600
1433,6/5/2024,222,1,3189,Tortas,Panaderia,12200
1434,6/6/2024,5,2,4929,Manteca,Lacteos,4500
1435,4/10/2024,52,5,2771,Galletitas de agua,Galletitas y Snacks,4200
1436,31/10/2024,165,2,3125,Facturas,Panaderia,9900
1437,24/5/2024,197,3,4041,Tomates,Frutas y Verduras,5200
1438,16/8/2024,101,6,3189,Tortas,Panaderia,12200
1439,1/2/2024,130,2,4720,Bananas,Frutas y Verduras,5800
1440,13/7/2024,278,1,3189,Tortas,Panaderia,12200
1441,27/5/2024,145,2,4041,Tomates,Frutas y Verduras,5200
1442,13/9/2024,4,4,3383,Manzanas,Frutas y Verduras,5200
1443,20/8/2024,168,6,3327,Leche,Lacteos,9800
1444,7/3/2024,23,4,1640,Pizza congelada,Congelados,12400
1445,2/11/2024,104,2,1619,Pan frances,Panaderia,6500
1446,16/10/2024,9,3,1541,Lechugas,Frutas y Verduras,3400
1447,10/5/2024,75,2,1506,Garbanzos,Conservas,2900
1448,21/5/2024,289,5,1688,Hamburgesas congeladas,Congelados,7600
1449,5/2/2024,172,6,2455,Cerveza,Bebidas,9200
1450,13/8/2024,98,2,1619,Pan frances,Panaderia,6500
1451,20/12/2024,131,5,4978,Agua mineral,Bebidas,5000
1452,29/6/2024,56,1,1541,Lechugas,Frutas y Verduras,3400
1453,17/10/2024,275,4,1640,Pizza congelada,Congelados,12400
1454,21/10/2024,272,6,2429,Costilla de cerdo,Carniceria,11400
1455,1/12/2024,271,4,2455,Cerveza,Bebidas,9200
1456,21/4/2024,271,4,4720,Bananas,Frutas y Verduras,5800
1457,15/12/2024,284,1,1506,Garbanzos,Conservas,2900
1458,19/8/2024,73,2,3140,Milanesa,Carniceria,13000
1459,12/7/2024,176,5,1506,Garbanzos,Conservas,2900
1460,24/4/2024,40,4,3383,Manzanas,Frutas y Verduras,5200
1461,20/7/2024,87,4,4929,Manteca,Lacteos,4500
1462,29/6/2024,86,5,1726,Salchicha,Carniceria,9000
1463,8/3/2024,299,4,3383,Manzanas,Frutas y Verduras,5200
1464,17/6/2024,268,1,4720,Bananas,Frutas y Verduras,5800
1465,1/3/2024,36,2,3125,Facturas,Panaderia,9900
1466,12/9/2024,215,1,3383,Manzanas,Frutas y Verduras,5200
1467,10/5/2024,59,1,2099,Queso rallado,Lacteos,15400
1468,8/12/2024,3,2,2182,Atun enlatado,Conservas,5000
1469,15/10/2024,104,2,1640,Pizza congelada,Congelados,12400
1470,8/4/2024,38,5,2908,Empanadas,Congelados,10800
1471,15/8/2024,123,5,1640,Pizza congelada,Congelados,12400
1472,1/5/2024,1,2,1619,Pan frances,Panaderia,6500
1473,21/3/2024,255,1,4720,Bananas,Frutas y Verduras,5800
1474,9/4/2024,321,1,4051,Pollo,Carniceria,14800
1475,9/7/2024,39,5,2837,Papas chips,Galletitas y Snacks,6800
1476,12/7/2024,12,3,1688,Hamburgesas congeladas,Congelados,7600
1477,20/9/2024,170,4,4068,Chorizo,Carniceria,9000
1478,18/12/2024,40,6,3358,Yogur,Lacteos,4200
1479,16/2/2024,211,1,2837,Papas chips,Galletitas y Snacks,6800
1480,11/11/2024,113,3,3383,Manzanas,Frutas y Verduras,5200
1481,27/5/2024,148,3,1437,Arroz,Conservas,3400
1482,5/8/2024,126,4,4720,Bananas,Frutas y Verduras,5800
1483,30/10/2024,303,5,3731,Papas fritas,Congelados,6600
1484,16/9/2024,171,6,3167,Queso cremoso,Lacteos,13800
1485,25/10/2024,162,1,2182,Atun enlatado,Conservas,5000
1486,26/8/2024,313,3,4929,Manteca,Lacteos,4500
1487,26/12/2024,79,2,1726,Salchicha,Carniceria,9000
1488,15/11/2024,162,4,2771,Galletitas de agua,Galletitas y Snacks,4200
1489,3/11/2024,22,4,3140,Milanesa,Carniceria,13000
1490,4/11/2024,255,3,4068,Chorizo,Carniceria,9000
1491,24/10/2024,132,2,1437,Arroz,Conservas,3400
1492,24/12/2024,316,5,1726,Salchicha,Carniceria,9000
1493,18/7/2024,291,4,4043,Medialunas,Panaderia,2800
1494,15/3/2024,157,3,3731,Papas fritas,Congelados,6600
1495,20/9/2024,142,2,4720,Bananas,Frutas y Verduras,5800
1496,2/8/2024,213,5,4051,Pollo,Carniceria,14800
1497,16/11/2024,63,2,1506,Garbanzos,Conservas,2900
1498,15/4/2024,216,4,1506,Garbanzos,Conservas,2900
1499,12/8/2024,262,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1500,23/7/2024,141,5,3731,Papas fritas,Congelados,6600
1501,3/3/2024,42,5,2455,Cerveza,Bebidas,9200
1502,1/6/2024,165,1,2455,Cerveza,Bebidas,9200
1503,28/9/2024,121,6,1619,Pan frances,Panaderia,6500
1504,22/3/2024,168,4,3167,Queso cremoso,Lacteos,13800
1505,27/4/2024,13,5,3140,Milanesa,Carniceria,13000
1506,25/12/2024,144,2,3140,Milanesa,Carniceria,13000
1507,3/12/2024,145,4,1640,Pizza congelada,Congelados,12400
1508,18/11/2024,295,4,5137,Asado,Carniceria,22800
1509,20/6/2024,36,5,4720,Bananas,Frutas y Verduras,5800
1510,1/11/2024,34,3,3327,Leche,Lacteos,9800
1511,29/12/2024,141,5,2771,Galletitas de agua,Galletitas y Snacks,4200
1512,9/10/2024,91,2,1726,Salchicha,Carniceria,9000
1513,24/5/2024,119,3,4578,Lentejas,Conservas,2600
1514,11/7/2024,156,1,3125,Facturas,Panaderia,9900
1515,29/7/2024,22,3,3167,Queso cremoso,Lacteos,13800
1516,27/7/2024,22,2,3125,Facturas,Panaderia,9900
1517,6/5/2024,106,5,2771,Galletitas de agua,Galletitas y Snacks,4200
1518,2/6/2024,33,6,2182,Atun enlatado,Conservas,5000
1519,30/12/2024,246,3,1726,Salchicha,Carniceria,9000
1520,30/7/2024,209,4,3327,Leche,Lacteos,9800
1521,28/11/2024,168,6,4929,Manteca,Lacteos,4500
1522,2/8/2024,167,6,5137,Asado,Carniceria,22800
1523,27/9/2024,79,3,1363,Vino tinto,Bebidas,10800
1524,6/3/2024,292,2,4769,Manies,Galletitas y Snacks,4400
1525,22/12/2024,65,3,1363,Vino tinto,Bebidas,10800
1526,6/9/2024,229,5,4041,Tomates,Frutas y Verduras,5200
1527,7/8/2024,203,5,2455,Cerveza,Bebidas,9200
1528,6/10/2024,90,2,2455,Cerveza,Bebidas,9200
1529,25/12/2024,232,6,3167,Queso cremoso,Lacteos,13800
1530,19/6/2024,2,4,4769,Manies,Galletitas y Snacks,4400
1531,4/3/2024,326,1,3125,Facturas,Panaderia,9900
1532,13/12/2024,218,1,3545,Cebolla,Frutas y Verduras,3400
1533,28/10/2024,118,4,4043,Medialunas,Panaderia,2800
1534,21/6/2024,12,2,4929,Manteca,Lacteos,4500
1535,1/3/2024,255,1,3140,Milanesa,Carniceria,13000
1536,27/10/2024,203,6,1437,Arroz,Conservas,3400
1537,14/3/2024,138,1,1506,Garbanzos,Conservas,2900
1538,15/10/2024,104,6,2455,Cerveza,Bebidas,9200
1539,30/9/2024,152,1,3140,Milanesa,Carniceria,13000
1540,12/2/2024,273,6,3125,Facturas,Panaderia,9900
1541,9/7/2024,184,2,2228,Pan integral,Panaderia,10000
1542,1/12/2024,250,4,2837,Papas chips,Galletitas y Snacks,6800
1543,14/6/2024,130,3,1506,Garbanzos,Conservas,2900
1544,6/8/2024,60,6,1688,Hamburgesas congeladas,Congelados,7600
1545,18/3/2024,8,2,4041,Tomates,Frutas y Verduras,5200
1546,19/7/2024,283,1,2429,Costilla de cerdo,Carniceria,11400
1547,20/7/2024,122,2,2800,Zanahorias,Frutas y Verduras,2600
1548,21/12/2024,98,4,2182,Atun enlatado,Conservas,5000
1549,24/3/2024,260,1,3383,Manzanas,Frutas y Verduras,5200
1550,5/9/2024,125,4,5137,Asado,Carniceria,22800
1551,16/6/2024,162,1,3327,Leche,Lacteos,9800
1552,29/4/2024,21,6,5137,Asado,Carniceria,22800
1553,17/8/2024,25,5,3140,Milanesa,Carniceria,13000
1554,21/11/2024,212,1,2837,Papas chips,Galletitas y Snacks,6800
1555,25/9/2024,9,2,1640,Pizza congelada,Congelados,12400
1556,26/3/2024,65,2,3140,Milanesa,Carniceria,13000
1557,4/8/2024,165,5,1506,Garbanzos,Conservas,2900
1558,17/8/2024,318,1,3731,Papas fritas,Congelados,6600
1559,21/10/2024,226,1,3327,Leche,Lacteos,9800
1560,6/10/2024,240,5,4051,Pollo,Carniceria,14800
1561,16/3/2024,200,5,3545,Cebolla,Frutas y Verduras,3400
1562,1/6/2024,213,5,2771,Galletitas de agua,Galletitas y Snacks,4200
1563,5/6/2024,313,1,4769,Manies,Galletitas y Snacks,4400
1564,11/3/2024,238,2,3731,Papas fritas,Congelados,6600
1565,1/2/2024,97,6,5137,Asado,Carniceria,22800
1566,27/11/2024,206,5,2429,Costilla de cerdo,Carniceria,11400
1567,26/9/2024,147,4,4043,Medialunas,Panaderia,2800
1568,14/8/2024,148,2,5137,Asado,Carniceria,22800
1569,17/5/2024,194,5,2837,Papas chips,Galletitas y Snacks,6800
1570,3/10/2024,78,6,1506,Garbanzos,Conservas,2900
1571,7/10/2024,14,6,4720,Bananas,Frutas y Verduras,5800
1572,27/4/2024,314,1,2908,Empanadas,Congelados,10800
1573,4/11/2024,298,4,2908,Empanadas,Congelados,10800
1574,13/4/2024,204,5,1541,Lechugas,Frutas y Verduras,3400
1575,20/4/2024,66,3,2099,Queso rallado,Lacteos,15400
1576,28/5/2024,127,5,1640,Pizza congelada,Congelados,12400
1577,8/3/2024,25,5,1688,Hamburgesas congeladas,Congelados,7600
1578,23/11/2024,283,3,4978,Agua mineral,Bebidas,5000
1579,19/10/2024,20,1,3545,Cebolla,Frutas y Verduras,3400
1580,25/7/2024,209,6,4051,Pollo,Carniceria,14800
1581,26/5/2024,210,6,4929,Manteca,Lacteos,4500
1582,18/9/2024,245,1,3189,Tortas,Panaderia,12200
1583,21/6/2024,53,2,1363,Vino tinto,Bebidas,10800
1584,3/9/2024,194,2,2771,Galletitas de agua,Galletitas y Snacks,4200
1585,14/10/2024,297,2,4051,Pollo,Carniceria,14800
1586,23/2/2024,166,2,2182,Atun enlatado,Conservas,5000
1587,20/5/2024,153,1,2771,Galletitas de agua,Galletitas y Snacks,4200
1588,25/6/2024,324,6,3167,Queso cremoso,Lacteos,13800
1589,5/3/2024,112,2,1688,Hamburgesas congeladas,Congelados,7600
1590,2/6/2024,265,3,3140,Milanesa,Carniceria,13000
1591,23/8/2024,311,3,1541,Lechugas,Frutas y Verduras,3400
1592,25/11/2024,27,6,4051,Pollo,Carniceria,14800
1593,13/6/2024,231,6,4578,Lentejas,Conservas,2600
1594,4/7/2024,253,1,2099,Queso rallado,Lacteos,15400
1595,2/2/2024,129,6,2771,Galletitas de agua,Galletitas y Snacks,4200
1596,17/10/2024,85,2,1688,Hamburgesas congeladas,Congelados,7600
1597,30/8/2024,281,2,2837,Papas chips,Galletitas y Snacks,6800
1598,30/5/2024,243,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1599,19/9/2024,144,3,4929,Manteca,Lacteos,4500
1600,10/2/2024,230,6,2908,Empanadas,Congelados,10800
1601,15/3/2024,313,4,4769,Manies,Galletitas y Snacks,4400
1602,23/5/2024,123,2,2771,Galletitas de agua,Galletitas y Snacks,4200
1603,7/10/2024,50,3,3545,Cebolla,Frutas y Verduras,3400
1604,5/8/2024,1,1,4043,Medialunas,Panaderia,2800
1605,20/4/2024,180,6,1541,Lechugas,Frutas y Verduras,3400
1606,21/3/2024,278,6,4978,Agua mineral,Bebidas,5000
1607,31/1/2024,114,5,4043,Medialunas,Panaderia,2800
1608,30/9/2024,78,1,1726,Salchicha,Carniceria,9000
1609,2/5/2024,286,3,4043,Medialunas,Panaderia,2800
1610,31/10/2024,198,1,2771,Galletitas de agua,Galletitas y Snacks,4200
1611,11/7/2024,297,2,3140,Milanesa,Carniceria,13000
1612,10/4/2024,68,4,1541,Lechugas,Frutas y Verduras,3400
1613,4/5/2024,12,5,3167,Queso cremoso,Lacteos,13800
1614,18/9/2024,60,1,1506,Garbanzos,Conservas,2900
1615,25/5/2024,264,4,1640,Pizza congelada,Congelados,12400
1616,26/4/2024,144,1,4769,Manies,Galletitas y Snacks,4400
1617,30/7/2024,162,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1618,15/3/2024,14,3,4720,Bananas,Frutas y Verduras,5800
1619,3/10/2024,236,1,2228,Pan integral,Panaderia,10000
1620,14/7/2024,267,2,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1621,26/4/2024,193,2,3358,Yogur,Lacteos,4200
1622,15/3/2024,211,2,3189,Tortas,Panaderia,12200
1623,19/11/2024,315,4,3125,Facturas,Panaderia,9900
1624,30/3/2024,71,2,3327,Leche,Lacteos,9800
1625,18/2/2024,145,4,2182,Atun enlatado,Conservas,5000
1626,6/7/2024,171,3,4578,Lentejas,Conservas,2600
1627,27/3/2024,323,1,2228,Pan integral,Panaderia,10000
1628,10/7/2024,307,2,1437,Arroz,Conservas,3400
1629,17/12/2024,130,4,5137,Asado,Carniceria,22800
1630,23/11/2024,317,1,4068,Chorizo,Carniceria,9000
1631,15/12/2024,189,1,4578,Lentejas,Conservas,2600
1632,7/7/2024,224,1,2182,Atun enlatado,Conservas,5000
1633,20/2/2024,27,5,1726,Salchicha,Carniceria,9000
1634,9/3/2024,206,3,3125,Facturas,Panaderia,9900
1635,5/10/2024,94,5,1541,Lechugas,Frutas y Verduras,3400
1636,12/6/2024,152,5,1619,Pan frances,Panaderia,6500
1637,26/11/2024,293,2,1541,Lechugas,Frutas y Verduras,3400
1638,21/4/2024,151,1,4720,Bananas,Frutas y Verduras,5800
1639,10/3/2024,230,5,1688,Hamburgesas congeladas,Congelados,7600
1640,23/8/2024,128,3,4769,Manies,Galletitas y Snacks,4400
1641,22/7/2024,319,6,2455,Cerveza,Bebidas,9200
1642,19/12/2024,172,4,3545,Cebolla,Frutas y Verduras,3400
1643,16/6/2024,170,6,4068,Chorizo,Carniceria,9000
1644,31/10/2024,111,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1645,6/11/2024,13,2,1619,Pan frances,Panaderia,6500
1646,15/3/2024,143,3,3140,Milanesa,Carniceria,13000
1647,12/4/2024,74,4,4051,Pollo,Carniceria,14800
1648,8/5/2024,50,1,2771,Galletitas de agua,Galletitas y Snacks,4200
1649,11/9/2024,189,2,1506,Garbanzos,Conservas,2900
1650,21/12/2024,40,6,3327,Leche,Lacteos,9800
1651,11/2/2024,85,6,2228,Pan integral,Panaderia,10000
1652,30/4/2024,106,4,4041,Tomates,Frutas y Verduras,5200
1653,15/6/2024,124,2,5137,Asado,Carniceria,22800
1654,12/11/2024,183,1,2429,Costilla de cerdo,Carniceria,11400
1655,3/5/2024,293,5,4978,Agua mineral,Bebidas,5000
1656,6/2/2024,283,3,3327,Leche,Lacteos,9800
1657,25/4/2024,298,5,1619,Pan frances,Panaderia,6500
1658,29/6/2024,193,3,3327,Leche,Lacteos,9800
1659,8/5/2024,283,4,2800,Zanahorias,Frutas y Verduras,2600
1660,19/12/2024,313,1,3383,Manzanas,Frutas y Verduras,5200
1661,27/5/2024,146,3,3140,Milanesa,Carniceria,13000
1662,12/11/2024,133,5,1688,Hamburgesas congeladas,Congelados,7600
1663,19/8/2024,191,1,3358,Yogur,Lacteos,4200
1664,17/7/2024,17,2,1726,Salchicha,Carniceria,9000
1665,16/5/2024,191,3,1688,Hamburgesas congeladas,Congelados,7600
1666,27/3/2024,56,1,1640,Pizza congelada,Congelados,12400
1667,26/3/2024,81,6,2908,Empanadas,Congelados,10800
1668,29/10/2024,55,6,1688,Hamburgesas congeladas,Congelados,7600
1669,28/11/2024,93,6,4068,Chorizo,Carniceria,9000
1670,27/9/2024,95,5,2099,Queso rallado,Lacteos,15400
1671,9/6/2024,304,6,3545,Cebolla,Frutas y Verduras,3400
1672,30/7/2024,188,5,3140,Milanesa,Carniceria,13000
1673,12/6/2024,140,3,3167,Queso cremoso,Lacteos,13800
1674,24/2/2024,75,4,3731,Papas fritas,Congelados,6600
1675,14/8/2024,304,4,2771,Galletitas de agua,Galletitas y Snacks,4200
1676,12/7/2024,324,5,4578,Lentejas,Conservas,2600
1677,23/4/2024,122,1,4929,Manteca,Lacteos,4500
1678,26/7/2024,170,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1679,27/3/2024,273,4,2182,Atun enlatado,Conservas,5000
1680,11/2/2024,241,3,3637,Jugos de frutas,Bebidas,7600
1681,3/6/2024,167,3,3358,Yogur,Lacteos,4200
1682,17/3/2024,48,4,2182,Atun enlatado,Conservas,5000
1683,21/10/2024,181,4,1619,Pan frances,Panaderia,6500
1684,9/10/2024,174,3,3140,Milanesa,Carniceria,13000
1685,14/5/2024,96,2,2771,Galletitas de agua,Galletitas y Snacks,4200
1686,23/4/2024,73,1,1506,Garbanzos,Conservas,2900
1687,3/4/2024,160,6,3731,Papas fritas,Congelados,6600
1688,16/6/2024,297,3,1619,Pan frances,Panaderia,6500
1689,28/4/2024,28,4,2837,Papas chips,Galletitas y Snacks,6800
1690,23/5/2024,94,3,2908,Empanadas,Congelados,10800
1691,15/5/2024,283,1,4051,Pollo,Carniceria,14800
1692,16/6/2024,295,2,1437,Arroz,Conservas,3400
1693,29/6/2024,68,2,5137,Asado,Carniceria,22800
1694,30/11/2024,64,5,3637,Jugos de frutas,Bebidas,7600
1695,28/6/2024,103,5,3189,Tortas,Panaderia,12200
